City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,temiskaming shores,47.4938,-79.7153,290.04,41,0,2.49,CA,1690036954
292,sterlibashevo,53.4376,55.2578,293.56,59,84,4.03,RU,1690037109
293,thunder bay,48.4001,-89.3168,292.14,82,20,1.54,CA,1690036912
294,kuopio,62.8924,27.677,288.83,91,100,4.12,FI,1690037109
295,az zubayr,30.3945,47.7011,319.07,5,0,7.2,IQ,1690037109
296,kangding,30.0513,101.9603,288.04,94,33,1.27,CN,1690037110
297,banyoles,42.1167,2.7667,305.65,52,85,5.03,ES,1690037110
298,amungan,15.3652,119.9582,299.63,86,100,0.76,PH,1690037110
299,mesoraca,39.0768,16.7889,310.22,29,2,5.2,IT,1690037110
300,acarau,-2.8856,-40.12,304.18,44,0,6.63,BR,1690037111
301,inari,68.906,27.0288,285.26,64,66,5.13,FI,1690037111
302,ewo,-0.8725,14.8206,307.43,32,88,0.86,CG,1690037111
303,wynyard,-41.0,145.7167,281.65,93,70,2.07,AU,1690037112
304,touros,-5.1989,-35.4608,302.42,59,19,8.75,BR,1690036954
305,ubari,26.5921,12.7805,313.44,9,0,3.1,LY,1690037112
306,zaysan,47.4667,84.8667,298.17,37,10,4.81,KZ,1690037112
307,luanda,-8.8368,13.2343,296.15,78,75,4.63,AO,1690037113
308,namsos,64.4662,11.4957,288.1,77,100,3.09,NO,1690037113
309,kapa'a,22.0752,-159.319,299.33,84,75,6.17,US,1690037113
310,cobija,-11.0267,-68.7692,302.25,70,0,0.0,BO,1690037113
311,laojunmiao,39.8333,97.7333,298.53,14,38,2.39,CN,1690037114
312,miquelon,47.0975,-56.3814,291.15,99,100,7.03,PM,1690037114
313,bontang,0.1333,117.5,298.32,89,55,3.3,ID,1690037114
314,kashgar,39.4547,75.9797,306.71,22,20,2.0,CN,1690037115
315,greymouth,-42.4667,171.2,277.72,90,99,2.47,NZ,1690037115
316,wolsztyn,52.1155,16.1171,296.47,37,92,6.85,PL,1690037115
317,old town,50.087,14.4202,297.75,36,0,5.66,CZ,1690037115
318,den burg,53.0542,4.7972,290.93,79,100,7.72,NL,1690037116
319,al bardiyah,31.7561,25.0865,304.5,52,0,8.29,LY,1690037116
320,mundi,22.0667,76.5,299.54,91,100,3.71,IN,1690036849
321,epinal,48.1833,6.45,298.57,30,93,4.8,FR,1690037096
322,carnarvon,-24.8667,113.6333,290.43,33,0,6.36,AU,1690037116
323,portland,45.5234,-122.6762,293.66,78,20,2.06,US,1690037091
324,sechura,-5.5569,-80.8222,297.1,67,10,4.95,PE,1690037118
325,sidi akkacha,36.4647,1.3026,314.31,39,4,3.91,DZ,1690037119
326,ampanihy,-24.7,44.75,295.39,58,92,0.98,MG,1690037120
327,katsuura,35.1333,140.3,295.96,91,16,3.0,JP,1690037120
328,inhambane,-23.865,35.3833,296.14,64,20,2.68,MZ,1690037120
329,azul,-36.777,-59.8585,285.1,91,100,6.38,AR,1690036959
330,lianzhou,24.7811,112.3825,299.69,91,25,1.44,CN,1690037121
331,san antonio de pale,-1.4014,5.6325,296.21,77,50,5.77,GQ,1690037121
332,sabang,5.8933,95.3214,301.9,76,100,9.81,ID,1690037122
333,gorontalo,0.5412,123.0595,297.56,89,75,2.07,ID,1690037027
334,lauro de freitas,-12.8944,-38.3272,301.16,69,40,6.69,BR,1690037122
335,thohoyandou,-22.9456,30.485,292.06,53,31,1.72,ZA,1690037123
336,haiku-pauwela,20.9219,-156.3051,297.62,84,75,5.14,US,1690037124
337,quellon,-43.1167,-73.6167,279.29,75,100,2.06,CL,1690037124
338,praia da vitoria,38.7333,-27.0667,298.29,73,40,2.6,PT,1690037124
339,uacu cungo,-11.3634,15.1208,304.55,16,36,1.97,AO,1690037125
340,myrzakent,40.6667,68.5333,306.5,16,0,3.66,KZ,1690037125
341,puerto baquerizo moreno,-0.9,-89.6,298.7,78,20,5.66,EC,1690037126
342,sinabang,2.4803,96.3801,300.06,79,86,1.01,ID,1690037126
343,manta,-0.95,-80.7333,300.03,83,40,4.92,EC,1690037126
344,nyurba,63.2842,118.3319,292.39,82,86,1.56,RU,1690037127
345,kostanay,53.1667,63.5833,298.31,47,40,3.0,KZ,1690037127
346,pabianice,51.6645,19.3547,296.65,44,0,8.23,PL,1690037128
347,chachapoyas,-6.2317,-77.869,290.35,56,22,1.8,PE,1690037001
348,kuching,1.55,110.3333,301.27,83,40,2.06,MY,1690037128
349,fonte boa,-2.4959,-66.2662,305.05,42,0,1.53,BR,1690037128
350,ola,59.5833,151.2833,287.12,97,100,1.05,RU,1690037128
351,moreira sales,-24.0622,-53.0069,298.43,46,0,8.26,BR,1690037129
352,richards bay,-28.783,32.0377,294.22,55,0,5.04,ZA,1690037129
353,alo,7.4178,6.7371,300.88,81,99,2.4,NG,1690037129
354,neiafu,-18.65,-173.9833,296.85,77,16,4.7,TO,1690037130
355,glace bay,46.1969,-59.957,296.92,97,100,5.66,CA,1690037130
356,jingzhou,30.3503,112.1903,299.67,93,39,2.93,CN,1690037130
357,ta`u,-14.2336,-169.5144,300.29,80,82,3.69,AS,1690037130
358,new norfolk,-42.7826,147.0587,282.99,94,93,1.12,AU,1690037131
359,cockburn town,21.4612,-71.1419,301.49,72,78,5.34,TC,1690037131
360,caleta de carquin,-11.0925,-77.6267,293.82,75,29,3.85,PE,1690037131
361,avranches,48.6833,-1.3667,294.91,59,100,1.79,FR,1690037132
362,baruun-urt,46.6806,113.2792,288.97,71,3,4.75,MN,1690037132
363,manggar,-2.8833,108.2667,300.56,76,98,4.66,ID,1690037132
364,constantia,44.1833,28.65,308.54,46,2,4.28,RO,1690037061
365,san pedro de macoris,18.4616,-69.2972,304.49,54,34,4.02,DO,1690037133
366,el-tor,28.2364,33.6254,306.23,46,0,9.77,EG,1690037133
367,yuzhno-kurilsk,44.0306,145.8556,287.69,97,85,4.25,RU,1690037133
368,priyutnoye,46.1011,43.5072,304.66,34,2,1.94,RU,1690037134
369,shimoda,34.6667,138.95,295.43,88,2,2.8,JP,1690037134
370,balangiga,11.1097,125.3875,299.34,88,100,5.16,PH,1690037134
371,hailey,43.5196,-114.3153,295.31,41,0,4.63,US,1690037134
372,slyudyanka,51.6594,103.7061,286.3,90,39,1.13,RU,1690037135
373,newala kisimani,-10.95,39.2833,294.99,65,100,2.82,TZ,1690037135
374,whakatane,-37.9585,176.9854,279.55,96,93,0.45,NZ,1690037135
375,silver city,32.7701,-108.2803,299.43,44,0,1.79,US,1690037135
376,charters towers,-20.1,146.2667,288.96,43,5,3.24,AU,1690037135
377,okahandja,-21.9833,16.9167,301.27,14,0,5.64,NA,1690037136
378,lubango,-14.9172,13.4925,297.95,22,71,2.44,AO,1690037136
379,buckhannon,38.994,-80.232,298.45,76,0,0.0,US,1690036844
380,leticia,-4.2153,-69.9406,303.18,74,20,1.03,CO,1690037136
381,mundri,-6.9558,111.71,297.26,81,33,2.16,ID,1690037137
382,zhezqazghan,47.7833,67.7667,303.47,17,0,3.0,KZ,1690037137
383,donggang,28.9365,114.2259,298.58,95,100,1.01,CN,1690037137
384,sterling,39.0062,-77.4286,299.46,67,75,3.6,US,1690037103
385,ararangua,-28.9347,-49.4858,296.62,61,78,2.95,BR,1690037137
386,sitka,57.0531,-135.33,287.09,88,100,1.54,US,1690037138
387,paliano,41.8056,13.0576,307.45,44,53,4.51,IT,1690037138
388,minas de marcona,-15.2119,-75.1103,288.78,68,52,5.34,PE,1690037138
389,kinablangan,7.6947,126.5503,299.59,84,100,3.42,PH,1690037139
390,sambava,-14.2667,50.1667,296.21,81,0,6.62,MG,1690037139
391,kapenguria,1.2511,35.0895,289.55,81,100,1.15,KE,1690037139
392,hami,42.8,93.45,303.74,19,7,5.52,CN,1690037139
393,torres,-29.3353,-49.7269,301.94,74,81,4.12,BR,1690037140
394,windhoek,-22.5594,17.0832,298.42,18,0,5.14,NA,1690037140
395,dapa,9.7594,126.0531,300.54,82,100,10.03,PH,1690037140
396,marka,1.7159,44.7717,298.46,83,100,7.17,SO,1690037140
397,mogadishu,2.0371,45.3438,298.39,84,100,7.55,SO,1690037141
398,weno,7.4515,151.8468,301.12,83,100,2.57,FM,1690037141
399,tingjiang,26.0731,119.5072,302.09,95,100,0.87,CN,1690037142
400,lionel town,17.8101,-77.2406,304.09,61,16,5.04,JM,1690037143
401,kununurra,-15.7667,128.7333,297.14,33,0,5.14,AU,1690037143
402,bunumbu,8.1667,-10.8667,301.21,74,100,2.68,SL,1690037143
403,merizo village,13.2658,144.6691,301.25,94,44,4.66,GU,1690037144
404,ndende,-2.4008,11.3581,308.18,34,48,0.32,GA,1690037144
405,callao,-12.0667,-77.15,295.22,68,100,3.6,PE,1690037138
406,angaur state,6.906,134.13,300.84,81,76,4.46,PW,1690037145
407,suva,-18.1416,178.4415,294.12,84,11,4.25,FJ,1690037145
408,hamilton,39.1834,-84.5333,299.71,66,0,2.57,US,1690036998
409,el nido,11.1858,119.3956,299.25,81,100,3.33,PH,1690037146
410,guaymate,18.5879,-68.9787,303.98,70,40,3.09,DO,1690037146
411,sao joao da barra,-21.6403,-41.0511,295.2,67,8,2.9,BR,1690036910
412,sao caetano de odivelas,-0.75,-48.02,304.49,47,7,1.75,BR,1690037147
413,korla,41.7597,86.1469,305.36,21,33,3.41,CN,1690037147
414,malango,-2.9627,119.9001,293.01,98,56,0.55,ID,1690037147
415,ulanhot,46.0833,122.0833,291.75,98,100,5.45,CN,1690036969
416,al jawf,29.5,38.75,312.78,8,3,1.63,SA,1690037147
417,colonia rincon viejo,16.9,-95.05,300.11,74,92,3.35,MX,1690037148
418,geraldton,-28.7667,114.6,282.38,93,0,1.03,AU,1690037148
419,tocopilla,-22.092,-70.1979,293.59,66,15,5.07,CL,1690037148
420,lazaro cardenas,17.9583,-102.2,299.68,80,100,2.72,MX,1690037148
421,guingamp,48.4167,-3.3333,294.41,51,100,8.37,FR,1690037148
422,porbandar,21.6422,69.6093,300.77,86,100,5.21,IN,1690036907
423,rongelap,11.1635,166.8941,301.24,79,100,7.71,MH,1690037149
424,witu,-2.3889,40.4382,299.24,75,42,5.01,KE,1690037149
425,oruro,-17.9833,-67.15,279.42,49,0,2.57,BO,1690037149
426,bom jardim,-7.7958,-35.5872,299.23,62,68,6.77,BR,1690037149
427,kismayo,-0.3582,42.5454,298.77,81,100,6.78,SO,1690037150
428,gidole,5.65,37.3667,290.81,59,100,0.37,ET,1690037150
429,gokceada,40.2011,25.909,307.75,60,0,3.0,TR,1690037150
430,chibougamau,49.9168,-74.3659,289.94,82,100,3.75,CA,1690037150
431,qarqaraly,49.4058,75.4742,292.21,33,0,2.7,KZ,1690037150
432,mont-dore,-22.2833,166.5833,293.71,99,56,4.38,NC,1690037151
433,howrah,22.5892,88.3103,301.15,94,40,2.06,IN,1690037151
434,port moresby,-9.4431,147.1797,296.83,88,100,7.72,PG,1690036935
435,arraial do cabo,-22.9661,-42.0278,295.07,73,75,7.2,BR,1690036928
436,zaozersk,69.4005,32.4476,283.04,83,99,8.03,RU,1690037152
437,glennville,31.9366,-81.9285,302.03,81,96,2.26,US,1690037152
438,usogorsk,63.4106,48.6872,289.87,79,71,3.24,RU,1690037152
439,kalmunai,7.4167,81.8167,302.74,53,87,4.93,LK,1690037153
440,flying fish cove,-10.4217,105.6791,297.97,88,100,5.14,CX,1690037153
441,ellsworth,44.5434,-68.4195,296.01,89,100,2.06,US,1690037153
442,safotu,-13.4513,-172.4018,300.58,83,44,3.07,WS,1690037153
443,oyotun,-6.8519,-79.3036,298.89,62,25,2.39,PE,1690037153
444,aykhal,66.0,111.5,293.11,53,87,4.71,RU,1690037154
445,kiunga,-6.1219,141.2906,295.72,97,100,0.63,PG,1690037154
446,borgarnes,64.5383,-21.9206,288.6,75,99,1.87,IS,1690037154
447,alofi,-19.0595,-169.9187,296.09,94,39,2.57,NU,1690037154
448,nemuro,43.3236,145.575,287.96,96,100,4.43,JP,1690037154
449,jijiga,9.35,42.8,293.96,63,95,8.48,ET,1690037155
450,kerimaki,61.9167,29.2833,290.12,72,0,1.54,FI,1690037155
451,saint-philippe,-21.3585,55.7679,294.92,83,62,6.39,RE,1690037155
452,taoudenni,22.6783,-3.9836,318.94,9,0,4.47,ML,1690037155
453,jiuquan,39.7432,98.5174,300.67,12,13,2.54,CN,1690037155
454,daryapur,20.9333,77.3333,298.4,94,100,6.32,IN,1690037156
455,queenstown,-31.8976,26.8753,289.26,44,97,9.12,ZA,1690037156
456,lospalos,-8.5186,127.0025,293.23,94,50,2.26,TL,1690037156
457,dakhla,23.6848,-15.958,298.16,65,0,16.46,EH,1690037156
458,galveston,29.3669,-94.9669,305.92,78,0,4.63,US,1690037156
459,howard springs,-12.497,131.047,298.05,53,6,2.33,AU,1690037157
460,muynoq,43.7683,59.0214,307.2,24,2,5.56,UZ,1690037157
461,ciudad dario,12.7314,-86.124,300.49,67,99,3.33,NI,1690037157
462,kathu,7.9178,98.3332,301.31,72,100,6.93,TH,1690037157
463,bandon,51.7469,-8.7425,290.92,94,100,5.32,IE,1690037158
464,kerouane,9.2667,-9.0167,299.93,78,99,1.94,GN,1690037158
465,portage la prairie,49.9728,-98.2926,294.22,91,3,2.68,CA,1690037158
466,nguigmi,14.2495,13.1092,306.57,43,70,5.65,NE,1690037158
467,pangai,-19.8,-174.35,296.24,81,8,3.05,TO,1690037158
468,marathon,44.9,-89.7668,296.02,72,0,2.06,US,1690037159
469,rajnagar,24.8833,79.9167,305.41,57,77,4.27,IN,1690037159
470,kayes,14.0,-11.0,309.61,37,79,3.81,ML,1690037159
471,at taj,24.2049,23.2857,313.48,8,3,6.65,LY,1690037159
472,kirkwall,58.9848,-2.9587,288.18,72,40,3.09,GB,1690037160
473,acajutiba,-11.6622,-38.0172,301.07,51,68,6.15,BR,1690037160
474,khairpur,27.5295,68.7617,305.15,42,95,1.15,PK,1690037160
475,kakata,6.53,-10.3517,300.64,83,76,2.84,LR,1690037160
476,lerwick,60.1545,-1.1494,288.15,73,12,3.72,GB,1690036870
477,heroica caborca,30.7167,-112.15,307.59,31,8,2.4,MX,1690037161
478,inyonga,-6.7167,32.0667,302.33,20,1,1.99,TZ,1690037161
479,santa vitoria do palmar,-33.5189,-53.3681,295.67,69,100,7.23,BR,1690037161
480,cao bang,22.6667,106.25,299.04,95,48,1.35,VN,1690037162
481,hadibu,12.65,54.0333,299.51,74,61,11.04,YE,1690037162
482,kudahuvadhoo,2.6708,72.8944,301.7,71,59,1.9,MV,1690037162
483,swakopmund,-22.6833,14.5333,292.62,85,3,2.24,NA,1690037163
484,port isabel,26.0734,-97.2086,304.83,72,0,3.6,US,1690037102
485,labuan,5.2767,115.2417,299.35,83,20,0.0,MY,1690037163
486,coyhaique,-45.5752,-72.0662,275.12,75,40,2.57,CL,1690037164
487,conduaga,8.862,117.4893,299.06,87,82,0.67,PH,1690037165
488,jianshui,23.6363,102.8264,294.93,84,31,1.19,CN,1690037166
489,bulgan,48.8125,103.5347,285.1,89,69,0.74,MN,1690037166
490,chos malal,-37.3781,-70.2709,279.76,69,71,5.25,AR,1690037167
491,amboasary,-25.0333,46.3833,294.76,68,75,4.06,MG,1690037167
492,babeni,44.9667,24.2333,306.2,31,0,5.77,RO,1690037168
493,aras-asan,8.8908,126.3033,298.44,87,100,3.88,PH,1690037168
494,pampa,35.5362,-100.9599,297.35,57,3,1.43,US,1690037168
495,toliara,-23.35,43.6667,294.27,77,0,3.88,MG,1690037169
496,sandnessjoen,66.0217,12.6316,290.44,82,75,2.06,NO,1690037169
497,al kharj,24.155,47.3346,318.47,5,62,3.44,SA,1690037169
498,tamanrasset,22.785,5.5228,310.1,9,20,5.66,DZ,1690037169
499,kerikeri,-35.2268,173.9474,284.21,93,100,3.16,NZ,1690037170
500,jevargi,17.0167,76.7667,298.32,77,100,8.35,IN,1690037170
501,nova vicosa,-17.8919,-39.3719,296.61,77,57,4.89,BR,1690037170
502,waddan,29.1614,16.139,314.29,9,0,6.48,LY,1690037171
503,jumelles,47.4351,-0.1037,299.81,44,43,8.9,FR,1690037171
504,juneau,58.3019,-134.4197,288.21,95,100,0.0,US,1690037171
505,batamshinskiy,50.5594,58.2747,296.2,46,95,1.35,KZ,1690036881
506,kez,57.8979,53.7152,289.19,91,41,2.42,RU,1690037172
507,horta,38.5333,-28.6333,296.49,85,20,2.06,PT,1690037172
508,kovdor,67.5662,30.4758,287.09,69,100,3.58,RU,1690037173
509,noumea,-22.2763,166.4572,293.71,99,51,5.36,NC,1690036883
510,tsuyama,35.05,134.0,296.94,96,5,0.66,JP,1690037173
511,khuzdar,27.7384,66.6434,302.41,57,83,2.95,PK,1690037173
512,vershino-darasunskiy,52.35,115.5167,284.49,67,8,0.84,RU,1690037174
513,shache,38.4167,77.2406,306.3,16,34,3.36,CN,1690037174
514,nuuk,64.1835,-51.7216,281.49,100,100,11.83,GL,1690037074
515,mejit,10.2753,170.8646,301.14,77,97,7.55,MH,1690037175
516,vorkuta,67.5,64.0,294.84,76,100,1.03,RU,1690037175
517,pinhao,-25.6956,-51.6597,293.56,55,6,4.08,BR,1690037129
518,port alberni,49.2413,-124.8028,292.1,84,79,1.34,CA,1690037045
519,aginskoye,51.1,114.53,287.07,66,1,2.0,RU,1690037177
520,bamboo flat,11.7,92.7167,300.2,89,100,1.54,IN,1690037177
521,pestovo,58.5938,35.8024,293.41,47,83,3.39,RU,1690037178
522,cabo san lucas,22.8909,-109.9124,305.66,63,48,2.66,MX,1690037005
523,monmouth,40.3001,-74.1663,299.89,66,0,4.12,US,1690036972
524,dubbo,-32.25,148.6167,275.22,93,1,0.0,AU,1690037179
525,dihok,36.8695,42.994,314.0,5,0,4.27,IQ,1690037180
526,broome,42.2506,-75.833,297.4,65,40,3.6,US,1690037180
527,el bolson,-41.9667,-71.5167,278.04,97,100,2.2,AR,1690037180
528,bandarbeyla,9.4942,50.8122,297.37,84,46,13.76,SO,1690037180
529,tianpeng,30.9866,103.9393,304.41,84,13,0.85,CN,1690037181
530,obock,12.25,43.0833,306.84,27,58,11.24,DJ,1690037181
531,nikolayevsk-on-amure,53.1406,140.73,289.87,70,62,1.73,RU,1690037182
532,san pedro pochutla,15.7333,-96.4667,304.66,61,78,0.08,MX,1690037182
533,cloverdale,38.8055,-123.0172,300.43,52,100,1.79,US,1690037041
534,dryden,49.7833,-92.7503,292.31,82,75,3.09,CA,1690036987
535,nizhneangarsk,55.7833,109.55,287.64,61,23,0.89,RU,1690037183
536,guerrero negro,27.9769,-114.0611,293.44,77,12,4.8,MX,1690037183
537,choma,-16.8065,26.9531,295.94,27,3,4.3,ZM,1690037184
538,gaeta,41.2183,13.5628,307.15,76,28,5.57,IT,1690037184
539,amahai,-3.3333,128.9167,301.48,88,32,2.44,ID,1690037184
540,rio san juan,19.6439,-70.0763,303.93,59,18,4.31,DO,1690037185
541,constitucion,-35.3333,-72.4167,285.35,81,38,2.98,CL,1690037185
542,ilhabela,-23.7781,-45.3581,296.02,66,0,2.34,BR,1690037185
543,hilo,19.7297,-155.09,296.62,95,100,1.54,US,1690037185
544,mugia,43.1041,-9.2179,298.66,66,99,6.19,ES,1690037186
545,puerto armuelles,8.2833,-82.8667,301.14,87,100,3.13,PA,1690037186
546,barabinsk,55.3571,78.357,289.09,90,100,4.73,RU,1690037186
547,kirkland lake,48.1446,-80.0377,291.31,55,0,2.06,CA,1690037186
548,kayenta,36.7278,-110.2546,301.29,14,0,2.39,US,1690037187
549,kabul,34.5,69.4167,298.45,60,21,4.37,AF,1690037187
550,tobelo,1.7284,128.0095,299.65,80,99,1.65,ID,1690037187
551,almeirim,-1.5233,-52.5817,304.66,46,25,1.99,BR,1690037187
552,wellston,39.1234,-82.5329,297.88,52,48,1.64,US,1690037023
553,fomboni,-12.28,43.7425,298.48,71,74,8.11,KM,1690037188
554,vyksa,55.3175,42.1744,291.9,64,94,3.16,RU,1690037189
555,dunedin,-45.8742,170.5036,282.48,93,100,2.24,NZ,1690037092
556,abu al matamir,30.9102,30.1744,304.42,34,0,6.93,EG,1690037190
557,cabedelo,-6.9811,-34.8339,302.52,72,18,7.97,BR,1690037190
558,sola,-13.8833,167.55,297.76,89,100,5.99,VU,1690037191
559,trairi,-3.2778,-39.2689,304.37,40,0,6.54,BR,1690037191
560,yei,4.095,30.6779,299.24,67,100,0.79,SS,1690036919
561,hassi messaoud,31.6804,6.0729,319.07,6,0,6.17,DZ,1690037192
562,labasa,-16.4167,179.3833,295.32,92,32,1.42,FJ,1690037192
563,khanty-mansiysk,61.0042,69.0019,294.21,52,0,5.0,RU,1690037192
564,sarangani,5.4033,125.4636,301.32,76,100,7.46,PH,1690037193
565,nagqu,31.5,92.0,280.93,87,100,1.42,CN,1690037193
566,piacabucu,-10.4056,-36.4344,299.59,65,1,6.33,BR,1690037193
567,maxixe,-23.8597,35.3472,296.05,64,20,2.68,MZ,1690037193
568,beyneu,45.3167,55.2,310.79,18,51,7.57,KZ,1690037194
569,leua,48.2156,18.6071,300.65,33,100,4.82,SK,1690037194
570,barkly west,-28.5354,24.5215,294.75,34,81,6.86,ZA,1690037194
571,daltonganj,24.0333,84.0667,302.84,70,57,4.87,IN,1690037194
572,nizhnesortymskiy,62.4397,71.7603,294.45,61,100,3.77,RU,1690037195
573,sabha,27.0377,14.4283,313.45,10,0,3.7,LY,1690037195
574,al wajh,26.2455,36.4525,306.12,62,0,6.69,SA,1690037195
575,luang namtha,20.9497,101.4011,298.9,80,81,0.47,LA,1690037195
576,port augusta,-32.5,137.7667,283.14,81,14,6.34,AU,1690037195
577,kas,36.2018,29.6377,309.02,29,0,1.84,TR,1690037196
578,stettler,52.3168,-112.7186,292.45,94,66,2.57,CA,1690037196
579,san clemente del tuyu,-36.3569,-56.7235,292.58,92,100,3.5,AR,1690037196
580,winona,43.9666,-91.7668,297.45,70,0,1.54,US,1690037196
581,colares,38.7992,-9.4469,301.97,65,20,12.35,PT,1690037197
582,shingu,33.7333,135.9833,296.57,92,4,1.4,JP,1690037197
583,marsh harbour,26.5412,-77.0636,303.67,71,22,5.59,BS,1690037197
584,panaba,21.2833,-88.2667,304.22,61,22,4.54,MX,1690037197
